#{"t_start": 1768594087.2993007, "env_id": "None"}
r,l,t
127.159183,251,837.761285
45.44142,103,838.514417
152.160695,251,840.368069
111.068773,251,871.580327
109.502687,214,872.976632
127.327159,216,874.542637
85.61714,123,875.457458
125.208926,251,877.201782
110.989519,166,878.489002
60.383008,78,879.029389
108.850192,208,880.530977
93.327223,131,881.407976
81.668099,204,882.911456
141.30106,238,884.577468
120.78229,199,915.109645
86.637823,251,916.884626
182.113062,240,918.625975
137.816433,205,920.156328
60.683074,80,920.734082
77.261776,114,921.586173
108.773543,120,922.450266
93.676023,92,923.088982
124.68438,110,923.883201
70.375635,82,924.460476
91.259176,85,925.079059
152.804863,203,926.499975
136.366245,105,927.259374
119.061263,234,928.939667
95.189522,116,958.632951
112.115797,205,960.007135
136.514016,52,960.414659
174.77078,200,961.841542
114.823093,134,962.820698
155.317353,194,964.17258
150.407274,196,965.613059
113.092432,227,967.263211
133.508463,203,968.734518
148.819155,214,970.310453
168.056754,170,971.542007
135.053451,201,973.007444
140.921556,219,1003.613081
161.640755,170,1004.845934
131.591661,148,1005.929534
115.674847,196,1007.340284
173.324671,167,1008.547952
76.470495,111,1009.354445
116.192311,204,1010.864311
174.916987,198,1012.348852
167.843172,200,1013.828685
49.949329,51,1014.180501
95.414133,174,1015.424799
191.175147,204,1016.935869
116.343075,161,1046.641751
188.52783,181,1047.938708
189.833736,195,1049.32885
85.852662,52,1049.700275
143.872591,169,1050.940201
146.153419,136,1055.165998
84.854792,96,1055.892077
162.688298,198,1057.491244
134.30538,135,1058.582249
151.946708,201,1060.126708
109.677281,54,1060.536025
151.963937,168,1061.830205
213.417282,190,1063.324445
202.123526,191,1093.842801
194.412358,162,1094.970848
17.488051,48,1095.878226
82.666206,66,1096.396817
95.829549,111,1097.176311
180.5581,196,1098.705425
206.388125,191,1100.104292
172.110972,159,1101.240829
168.607886,198,1102.65047
114.625451,67,1103.18456
84.315441,53,1103.521914
175.122857,169,1104.73817
97.647484,49,1105.118494
133.804078,96,1105.844006
76.977281,76,1106.409854
93.147062,44,1106.708028
177.533204,165,1107.929391
91.329536,94,1108.599447
86.594609,51,1108.979567
199.756024,192,1139.251098
160.291614,188,1140.659762
130.42202,54,1141.070437
83.796475,53,1141.470289
148.664562,167,1142.660458
94.611295,75,1143.204852
96.879114,101,1143.94846
81.515542,49,1144.30537
161.542093,186,1145.688372
178.747885,161,1146.851322
155.011184,53,1147.232346
94.943161,60,1147.686863
176.835528,164,1148.846178
184.737992,171,1150.137789
110.361693,105,1150.960584
168.70676,156,1152.09216
167.261711,77,1152.638518
173.758985,145,1182.164258
167.012704,154,1183.294199
171.590461,154,1184.446144
108.493877,61,1184.852436
140.61756,110,1185.703381
174.981215,143,1186.795388
89.31748,54,1187.14691
172.553004,137,1188.215274
112.325431,85,1188.918045
186.063301,167,1190.138231
192.68133,146,1191.18632
107.467631,54,1191.567772
101.639194,74,1192.113228
189.092349,137,1193.11851
176.833984,164,1194.347162
232.827037,163,1195.542938
133.768546,161,1225.204965
214.294026,171,1226.41485
156.901966,155,1227.477204
199.120702,154,1228.636357
118.049878,45,1228.947788
232.355921,180,1230.234521
157.283842,142,1231.292543
142.673011,113,1232.144512
207.442868,153,1233.288652
190.054778,166,1234.50395
203.113624,158,1235.628784
199.159075,156,1236.789037
245.068512,153,1237.914872
205.809963,169,1239.16419
149.753846,82,1239.770815
202.366189,141,1269.790116
237.034524,151,1270.903541
218.822826,151,1272.031478
167.11884,133,1273.06622
252.951961,174,1274.300513
152.947438,58,1274.792251
190.908521,150,1275.877486
197.231257,168,1277.091837
118.3327,52,1277.467505
216.551734,185,1278.773022
197.77292,169,1280.042647
197.972515,159,1281.214303
185.944052,146,1282.280279
258.006318,171,1283.515949
163.953226,82,1313.044177
244.389223,140,1313.981415
263.92558,138,1315.003838
260.33594,185,1316.979966
220.556537,140,1317.990882
197.950563,131,1318.997366
142.731149,58,1319.487615
182.09679,53,1319.865872
220.12872,149,1320.952091
149.15229,61,1321.383405
78.143143,46,1321.78729
165.907743,61,1322.185475
234.740811,157,1323.337412
159.641568,160,1324.458808
153.009039,73,1324.971213
193.596628,125,1325.920937
186.03795,131,1326.884928
217.609523,152,1328.023321
252.95147,157,1357.725874
194.563834,133,1358.70592
192.611305,154,1359.837645
245.369322,131,1361.072077
210.254055,137,1362.186455
245.423482,173,1363.518658
240.696636,148,1364.607903
238.313981,139,1365.661136
160.876624,58,1366.052774
207.468114,153,1367.169574
185.813444,103,1367.993912
166.731979,61,1368.451177
180.299805,137,1369.429049
197.477435,155,1370.628582
148.530621,55,1371.024407
240.993009,152,1372.152601
126.731452,93,1401.984025
279.402674,146,1402.919786
240.178336,129,1403.889733
207.197068,131,1404.835139
218.97086,126,1405.798787
225.853066,129,1406.725816
243.573318,142,1407.797105
151.719932,122,1408.692311
226.073434,116,1409.477803
228.474899,147,1410.622939
198.402203,129,1411.544647
140.662546,60,1412.00699
217.384387,142,1413.093763
180.504299,134,1414.035773
208.852404,129,1415.051353
221.752347,147,1416.128417
186.578191,133,1446.217123
196.418483,143,1447.148769
260.137107,144,1448.24772
228.710557,145,1449.300223
88.917955,56,1449.732881
146.154925,63,1450.249158
277.285485,154,1451.337497
239.832166,148,1452.455483
191.984187,69,1452.880986
163.981088,74,1453.519521
88.288946,77,1454.022616
189.496595,153,1455.188282
221.744363,142,1456.189346
165.645224,135,1457.240686
227.540798,129,1458.167927
222.743764,105,1459.026005
162.186267,61,1459.416521
169.64518,142,1460.465227
197.777352,137,1490.452882
131.548422,63,1490.889583
233.472258,141,1491.823265
154.205034,124,1492.754151
161.024659,63,1493.219572
264.115697,155,1494.34485
168.70616,59,1494.790079
230.301961,134,1495.737045
165.115876,57,1496.126642
220.546351,159,1497.364159
175.156783,52,1497.763932
254.180269,145,1498.895129
213.321929,143,1499.901051
220.068841,131,1500.815617
216.270084,115,1501.676096
156.86646,68,1502.215543
198.515534,62,1502.622229
175.208476,90,1503.329915
120.163525,52,1503.708711
179.612892,60,1504.220183
193.490418,63,1504.737404
195.481124,120,1537.715172
253.247815,126,1538.67317
252.507401,139,1539.922665
264.04228,156,1541.149599
215.562864,133,1542.445348
239.350814,109,1543.311947
248.596993,123,1544.437449
204.079133,101,1545.442993
240.980295,138,1546.787104
99.032378,49,1547.270742
242.096003,143,1548.804265
160.296518,72,1549.390055
250.492218,148,1551.11818
223.285698,122,1552.2035
213.821506,138,1553.432916
220.211125,132,1554.55903
240.195742,118,1555.618243
231.055213,145,1587.907622
229.042837,118,1588.931166
282.910798,137,1590.181329
290.647453,153,1591.533163
297.639448,137,1592.658571
249.782744,158,1594.091323
278.160956,136,1595.236168
233.662416,134,1596.414849
197.703348,79,1597.082551
250.838712,143,1598.292666
256.380649,143,1599.452149
271.101294,150,1600.784834
247.129547,165,1602.190306
228.484302,155,1603.547918
257.59725,125,1604.596389
270.573203,160,1637.092148
277.038069,136,1638.152781
268.718582,125,1639.232719
237.990794,140,1640.352185
224.272929,150,1641.656844
259.009477,135,1642.748805
164.49264,64,1643.447016
235.650679,145,1644.626811
307.902144,141,1645.864981
239.209868,154,1647.080233
263.537212,131,1648.447372
217.957859,91,1649.231232
240.726473,149,1650.544156
292.682202,144,1651.702067
232.046054,143,1652.9115
177.039828,58,1683.956338
246.959912,142,1685.089488
252.535215,127,1686.201557
263.091457,136,1687.303227
303.741281,141,1688.542356
217.56731,118,1689.459088
215.531484,128,1690.584486
276.697045,122,1691.577392
262.047548,134,1692.75997
291.745286,128,1693.78615
203.609192,128,1694.822827
249.226997,115,1695.859079
267.190008,144,1697.130898
219.920718,130,1698.206093
176.332315,71,1698.810842
241.783194,126,1700.031607
231.137399,121,1701.274522
272.252143,133,1737.191555
195.722797,74,1737.770883
225.690168,128,1738.869581
279.368113,140,1740.010474
266.893037,144,1741.395561
279.475249,139,1742.793579
279.31643,132,1743.872003
298.696809,137,1745.192926
276.442338,143,1746.345086
154.41587,125,1747.457047
251.248447,120,1748.432748
257.807951,150,1749.821939
267.738702,132,1750.926413
276.485416,143,1752.185754
269.418121,125,1753.259144
242.51356,128,1784.73911
268.766051,118,1785.686868
259.468757,127,1786.7595
262.296408,124,1787.859385
287.423283,135,1789.039317
243.970056,111,1790.021155
282.143613,149,1791.316067
288.451537,132,1792.436376
293.649799,120,1793.430544
259.255827,116,1794.405685
283.585535,130,1795.426738
283.70756,136,1796.64605
275.7336,113,1797.557488
260.602675,127,1798.639205
251.960257,132,1799.70898
215.325602,66,1800.260866
239.534204,122,1801.330998
262.140921,123,1831.059474
183.631145,56,1831.475805
192.652945,70,1832.138466
292.813449,136,1833.291787
290.036541,120,1834.356158
210.14228,70,1835.004304
258.64677,113,1835.99013
300.551621,133,1837.248946
282.903571,105,1838.331923
197.594628,64,1839.051087
295.342919,142,1840.561886
299.917141,132,1841.819489
283.259076,133,1843.226552
275.940459,126,1844.349932
290.59944,129,1845.447807
323.256547,122,1846.531847
281.566531,133,1847.748251
270.512214,129,1849.112067
187.097083,55,1849.547486
277.950825,123,1880.743283
293.919384,140,1881.89281
247.545824,126,1882.959128
269.177624,113,1883.867407
240.111329,73,1884.474876
291.792599,123,1885.519256
300.518886,124,1886.593175
251.086724,126,1887.619735
271.408176,130,1888.7158
308.158398,128,1889.766041
258.448391,128,1890.885013
307.40786,133,1892.189353
303.467128,140,1893.68924
328.152091,133,1894.766294
287.704518,118,1895.817756
274.183017,117,1896.847608
259.908004,134,1926.160256
314.698657,129,1927.161799
321.767937,137,1928.366649
271.920581,127,1929.410009
290.332441,125,1930.333012
324.648071,146,1931.476465
229.816247,71,1932.015312
306.531074,143,1933.082558
270.740971,138,1934.17899
303.063782,128,1935.143765
299.078789,127,1936.21752
292.896271,134,1937.217915
263.42078,141,1938.331809
273.818078,109,1939.115698
276.208977,139,1940.126484
295.213348,128,1941.175352
328.341765,128,1968.790912
275.214121,129,1969.766254
296.425524,131,1970.758706
266.804554,141,1971.963761
300.447423,117,1973.078096
276.894954,133,1974.160716
308.559509,133,1975.153466
287.548443,132,1976.213203
302.804396,98,1976.921807
322.236604,138,1978.021585
221.620022,70,1978.662496
311.569956,145,1979.769241
222.452817,60,1980.169291
292.900347,126,1981.393655
290.677722,108,1982.484259
291.74696,147,1983.698128
303.829758,134,1984.751241
214.769305,58,1985.432476
335.634453,138,2015.429346
244.998207,130,2016.356115
299.63903,136,2017.449686
314.670065,117,2018.339037
308.693662,121,2019.316386
287.553853,139,2020.360024
332.355765,144,2021.453144
285.115063,132,2024.981074
302.076952,119,2026.693759
296.959432,125,2028.731526
313.055199,135,2030.763037
203.367296,121,2033.084622
315.338987,132,2035.692475
267.45063,110,2037.545631
315.373042,130,2040.328836
286.931464,139,2104.248003
287.519541,137,2106.66948
268.165973,132,2108.795975
304.831879,127,2110.899458
303.049881,136,2113.396884
277.929565,121,2115.046253
324.647013,133,2118.458221
285.844511,123,2120.926881
313.972112,139,2123.538435
285.588931,122,2125.790965
318.518976,133,2128.27872
339.763919,128,2130.661294
303.776073,133,2133.160272
329.74491,154,2136.011988
329.896679,146,2138.739367
225.617302,117,2141.010682
338.268755,127,2193.51266
335.403255,143,2195.704965
304.305702,142,2198.223418
300.816705,129,2216.075291
285.738621,123,2223.169585
260.144345,121,2228.790846
314.192398,124,2233.000668
271.836586,130,2235.475293
268.434411,120,2237.238703
284.323263,117,2238.986715
312.721501,122,2240.688888
331.962466,136,2242.160869
258.579597,134,2243.593691
298.352547,130,2244.983516
333.810015,124,2246.255002
313.155941,125,2247.525331
343.851789,133,2290.510979
240.82039,84,2291.203443
266.835208,125,2292.403077
225.927765,70,2293.117689
275.207689,148,2294.655583
350.077111,140,2295.939823
348.834646,129,2297.195387
297.578621,135,2298.530895
292.020912,135,2299.775841
353.48529,140,2301.172776
299.775886,113,2304.350384
313.110708,131,2305.364567
308.112365,112,2306.303113
314.051783,123,2307.261763
299.408624,125,2309.593181
300.813189,135,2310.671216
319.179438,141,2335.236536
348.236835,131,2336.065289
262.676725,91,2336.593363
318.248686,139,2337.522855
265.697702,102,2338.15501
322.610577,134,2339.007525
234.33942,104,2339.719579
296.177792,137,2340.681722
331.68947,136,2341.67164
116.130979,68,2342.137025
336.992231,143,2343.143391
328.800834,130,2344.117153
330.424448,128,2345.008792
316.773729,126,2345.984296
291.480444,124,2346.858077
358.63979,132,2347.721029
335.673963,143,2348.682
350.253545,137,2372.318184
328.697244,136,2373.227719
328.679091,134,2374.172201
294.886814,134,2375.122492
330.743026,130,2375.892212
348.474677,123,2376.686923
320.079016,135,2377.552269
318.616527,119,2378.334775
324.351816,130,2379.266021
374.875865,133,2380.208861
340.552555,126,2380.964868
328.366463,144,2381.906811
316.067226,122,2382.648056
282.267308,129,2383.470032
203.502608,59,2383.891202
336.083237,136,2384.870959
324.483952,123,2409.809362
351.623039,133,2410.725684
348.139188,139,2411.691167
348.110366,138,2414.220885
322.232908,124,2415.315721
376.621485,127,2416.209069
326.792759,123,2417.137733
359.358385,122,2418.861333
334.278729,128,2419.840835
316.453416,124,2420.673135
350.732788,135,2421.704883
346.84514,136,2422.701438
333.323702,133,2423.638333
345.1407,133,2424.633268
185.331254,112,2425.416542
359.443557,127,2426.364945
355.301825,140,2451.981544
360.32457,135,2452.992163
361.323096,131,2453.951
355.855015,133,2454.929658
339.526796,123,2455.889052
354.001687,123,2456.780368
350.399498,133,2457.874105
339.671695,129,2458.987322
324.571204,138,2460.228844
328.204895,117,2461.312948
319.94958,117,2462.355629
363.780138,132,2463.361658
319.864077,124,2464.320153
303.103214,129,2465.241264
366.803176,133,2466.240483
340.313497,126,2467.173132
348.961816,143,2492.72963
269.47513,124,2493.652139
339.080159,124,2494.522578
344.747166,131,2495.520599
367.714881,138,2496.517397
373.493766,127,2497.480506
382.823333,123,2498.389037
345.352072,126,2499.259187
376.82184,124,2500.20458
346.168566,121,2501.08776
335.92396,149,2502.197812
359.613796,131,2503.122171
329.743184,125,2504.051439
346.197788,125,2504.985184
371.695861,120,2505.878382
340.749742,122,2506.833734
350.278622,133,2531.922622
327.838117,120,2532.719145
375.294659,124,2533.659611
336.114158,126,2534.558188
333.519604,117,2535.460695
359.347926,126,2536.381851
289.156876,116,2537.215938
360.029314,130,2538.254487
322.135609,119,2539.114401
325.660498,117,2539.979271
383.505076,136,2540.912569
373.244807,141,2541.921918
283.609871,126,2542.892906
277.944008,123,2543.791839
343.327608,124,2544.7157
359.851358,127,2545.612082
374.196995,123,2571.476958
357.37459,130,2572.317181
329.850178,175,2573.636613
345.126007,128,2574.523637
346.319835,124,2575.477411
357.416581,122,2576.382482
365.051995,130,2577.322531
378.84311,135,2578.345017
387.590481,130,2579.289513
361.097114,125,2580.247881
356.359286,114,2581.091677
347.049463,128,2582.069048
280.111686,125,2582.981116
331.915243,123,2583.868146
364.891771,138,2584.915962
374.810721,142,2585.935184
317.922401,117,2611.917972
342.150748,137,2612.884208
370.055287,130,2613.86677
369.9301,130,2614.768797
305.712407,117,2615.692625
364.752345,132,2616.641103
349.621061,129,2617.629518
374.456534,132,2618.574962
351.817215,123,2619.462852
351.747069,123,2620.368005
342.631957,133,2621.299515
363.280985,150,2622.450207
370.763285,133,2623.389124
328.945499,121,2624.306892
368.437054,137,2625.283789
357.00875,139,2626.338461
375.262414,148,2652.262244
366.237836,128,2653.210217
340.823013,120,2654.064389
327.840857,131,2655.001122
384.30403,137,2656.017078
363.261311,126,2657.007717
360.057121,133,2657.997782
378.456489,140,2659.018552
339.791504,129,2660.00256
345.50555,117,2660.827625
384.443644,129,2661.759261
398.949332,134,2662.797577
269.978186,119,2663.698064
335.584838,133,2664.682103
369.388842,132,2665.63687
321.239859,136,2691.399362
364.538719,136,2692.326145
365.712502,126,2693.326324
348.610048,123,2694.197057
411.599297,131,2695.194678
396.065584,127,2696.12649
374.351722,129,2697.049113
394.139096,129,2698.006044
351.498029,123,2698.855605
404.450792,126,2699.857725
381.54485,137,2700.83325
357.138891,128,2701.805558
269.165349,102,2702.547312
342.327382,127,2703.420331
333.61104,136,2704.445414
377.395342,136,2705.395693
391.224259,133,2731.013874
346.780107,127,2731.839792
333.289654,122,2732.737838
374.793496,131,2733.657829
360.168712,134,2734.621102
377.090948,135,2735.611768
360.27047,126,2736.574
354.03872,134,2737.607641
380.403667,137,2738.582323
366.561195,125,2739.574277
387.97455,139,2740.550432
343.605327,132,2741.507374
394.833035,149,2742.599432
341.822446,129,2743.559942
404.859891,128,2744.496108
379.088288,138,2745.545873
386.548376,127,2771.522958
382.538273,136,2772.512213
362.062713,133,2773.488233
363.985913,130,2774.451834
336.161563,127,2775.390431
395.304665,130,2776.327856
396.374936,139,2777.368746
388.084283,126,2778.354132
387.132658,133,2779.321886
351.716858,127,2780.274034
371.982547,149,2781.332126
348.629935,125,2782.269226
352.583824,137,2783.223866
381.891279,133,2784.237366
337.281245,150,2785.326893
356.080493,137,2811.125468
384.375159,128,2812.064872
366.93185,135,2813.089516
204.446241,114,2813.920146
365.087008,122,2814.859523
360.234093,125,2815.702966
359.692561,119,2816.596358
365.626251,123,2817.504192
379.93784,131,2818.489153
373.316914,134,2819.524495
384.54708,123,2820.358296
386.778666,136,2821.34551
355.553666,124,2822.262553
358.027123,129,2823.238339
343.112895,126,2824.24737
381.453974,127,2825.1993
345.182163,137,2851.193866
364.779313,126,2852.068711
377.637189,129,2852.988579
372.301216,124,2853.905598
385.720349,122,2854.819594
365.471979,134,2855.78817
386.359708,127,2856.730844
387.845406,141,2857.789127
361.723924,133,2858.776422
285.337359,121,2859.662908
382.300804,136,2860.679619
352.698396,129,2861.644493
373.743215,130,2862.576503
376.440602,127,2863.517457
294.520409,91,2864.21011
349.170336,128,2865.148057
358.787317,133,2891.642275
404.786153,131,2892.601129
276.089765,84,2893.222275
376.808577,128,2894.164623
375.926239,123,2895.079897
365.332557,127,2896.018487
344.161183,128,2896.964998
343.028373,117,2897.824293
347.429144,118,2898.715509
403.258946,131,2899.741372
369.607839,121,2900.643125
393.652109,132,2901.633005
384.40852,137,2902.621504
400.552697,131,2903.593612
340.187853,116,2904.425111
391.296876,132,2905.386933
362.570326,128,2906.320415
335.091624,117,2932.494818
394.613404,131,2933.444348
370.166889,139,2934.469319
392.284792,127,2935.447516
362.430533,120,2936.282479
377.66752,129,2937.225653
331.642514,131,2938.177191
337.554788,126,2939.109216
397.236604,131,2940.08244
390.001505,128,2941.04428
380.74904,124,2941.948989
371.420447,127,2942.866035
385.764378,133,2943.854414
357.474623,135,2944.826513
398.763612,132,2945.814214
381.145571,123,2946.722017
392.41421,125,2972.83457
352.772994,121,2973.699352
391.594004,127,2974.636792
347.752453,125,2975.54554
338.021074,119,2976.352484
351.415788,123,2977.259687
387.632533,126,2978.194721
390.100084,134,2979.196885
376.633798,130,2980.174845
392.65355,123,2981.037199
371.317152,116,2981.951913
384.087801,130,2982.955381
364.343386,122,2983.881655
395.078091,133,2984.850606
317.312209,118,2985.754082
297.027811,109,2986.548675
401.334488,120,3012.616689
401.176336,131,3013.493436
306.333436,83,3014.06024
330.372439,113,3014.973403
371.921862,125,3015.899364
359.623342,126,3016.829973
369.879998,136,3017.834163
321.183954,116,3018.647367
382.466102,120,3019.582785
393.525484,125,3020.577258
381.65776,122,3021.453829
379.820089,127,3022.396996
387.297254,136,3023.401795
368.674855,124,3024.310644
340.326483,125,3025.239358
391.610891,128,3026.210051
392.766201,122,3027.047178
376.931545,127,3052.882942
391.35032,120,3053.641747
371.32974,124,3054.601208
398.831213,127,3055.535867
315.572987,114,3056.393674
378.844538,128,3057.344079
383.273069,122,3058.178764
288.900678,122,3059.112078
370.677042,123,3060.097296
409.50627,138,3061.176954
373.589498,123,3062.103081
375.473359,127,3062.996983
405.205789,131,3063.990101
362.666261,124,3064.842658
351.546068,127,3065.838995
387.556058,124,3066.711679
371.459045,121,3067.721286
351.168463,137,3093.405601
360.080674,128,3094.29351
303.114612,100,3095.054897
340.276343,117,3095.909997
366.368031,135,3096.934634
374.901523,127,3097.866926
380.057052,124,3098.769981
383.69946,140,3099.809133
379.819701,134,3100.725753
360.058396,129,3101.708453
347.542326,121,3102.592932
380.586537,123,3103.550712
358.375172,125,3104.402535
366.385547,134,3105.424226
379.215736,117,3106.34914
340.130528,118,3107.210068
386.886199,128,3133.275664
367.44214,123,3134.143964
365.203001,122,3135.071177
301.988316,89,3135.722977
374.423797,120,3136.666661
387.40146,130,3137.583547
260.166935,71,3138.115815
380.264618,113,3138.995027
377.083358,124,3139.898579
367.51648,122,3140.916218
370.58436,128,3141.821026
378.352457,130,3142.778638
361.203666,116,3143.675365
356.666185,115,3144.503949
373.713932,118,3145.403433
273.527896,76,3145.948723
359.232018,119,3146.785747
384.458758,128,3147.79032
384.439094,120,3178.27882
410.048959,133,3179.334683
395.711921,128,3180.258822
364.848366,112,3181.105356
390.134526,111,3181.909671
398.426595,137,3182.910645
370.22624,128,3183.933063
380.745491,122,3184.810643
376.489851,124,3185.769821
367.524938,119,3186.610323
374.046986,134,3187.614917
418.202195,128,3188.540506
378.592716,121,3189.427424
375.100395,115,3190.335396
374.228516,118,3191.178416
401.47313,117,3192.115245
378.938435,122,3217.973389
350.98855,126,3218.94162
371.421261,114,3219.800997
408.459802,129,3220.758352
382.780393,129,3221.732289
415.165023,123,3222.608396
379.561715,121,3223.539377
349.851498,114,3224.372839
368.23508,122,3225.338256
404.939518,113,3226.141751
378.738862,117,3226.949713
367.356528,135,3227.994728
392.005161,129,3228.93286
403.73627,128,3229.903604
406.828909,115,3230.756687
343.809771,119,3231.679738
357.876661,128,3232.649915
402.839607,121,3258.661875
367.440038,117,3259.472516
368.659208,114,3260.320239
415.009241,126,3261.276574
360.711441,125,3262.247494
406.109415,117,3263.159262
368.134508,124,3264.032978
374.230388,125,3266.141336
373.296334,119,3266.978444
352.296217,124,3267.922451
404.193892,136,3268.88386
318.326262,95,3269.551832
376.621651,116,3270.468443
320.400018,106,3271.228643
387.014937,125,3272.311623
354.271136,113,3273.114179
341.187807,112,3273.926654
401.239127,114,3300.62694
421.306247,124,3301.482561
380.103628,129,3302.403834
386.806908,118,3303.299739
378.456391,118,3305.738401
397.583537,120,3306.53247
411.191261,115,3307.466586
374.950243,124,3308.405193
363.522108,113,3309.279946
383.950665,116,3310.185671
409.885815,121,3311.038727
379.467498,112,3311.912523
314.843895,81,3312.503585
404.38787,123,3313.352201
402.746543,124,3314.279478
399.355911,124,3315.138774
