#{"t_start": 1772488659.2345192, "env_id": "None"}
r,l,t
118.534248,251,542.66061
59.071549,251,544.450421
119.943743,251,546.164901
38.623733,63,546.626502
42.384595,75,547.141883
77.270746,75,547.693357
45.092485,251,549.490579
81.299542,251,551.375362
67.082826,115,577.835958
75.208748,68,578.285201
73.418955,251,580.111418
76.460428,251,581.909371
79.037839,103,582.66942
70.75286,251,584.558411
69.702167,251,586.453573
48.684166,244,588.285418
73.307192,251,590.268367
44.894689,251,592.224998
52.198356,79,618.795717
58.961848,251,620.562476
43.438677,89,621.197322
55.544131,75,621.760378
44.905728,251,623.579041
75.700733,251,625.420183
54.48025,69,625.958547
51.746457,251,627.744682
93.996663,251,629.627359
43.776525,58,630.065113
57.469228,251,631.908031
31.612264,61,632.372368
96.737685,251,659.884934
40.957014,62,660.422476
90.797822,251,662.260053
90.487178,251,664.217756
18.827166,251,666.117459
75.876727,251,668.123681
70.955488,139,669.094797
33.25512,251,671.001491
66.732225,124,671.957966
75.645427,52,672.348312
46.871489,104,673.093954
43.696531,251,700.100585
55.134406,251,701.853102
58.765456,251,704.015242
88.417677,251,705.88446
54.723943,251,707.707452
122.159104,230,709.455946
-1.684035,251,711.244
26.855703,83,711.868247
62.699852,248,713.644078
71.21693,112,714.53786
114.164679,217,745.045591
78.887687,234,746.798162
54.540668,59,747.186819
81.887083,245,748.963419
97.069612,228,750.590955
66.156211,48,750.935741
71.358007,251,752.788235
57.891006,98,753.533592
102.700421,251,755.371326
59.01513,99,756.107319
63.675096,251,757.971765
134.708523,249,784.663603
38.768253,52,785.049951
84.947376,245,786.761897
116.166511,217,788.286096
125.789357,247,790.091022
128.366288,231,791.798057
83.814756,149,792.896401
112.661058,206,794.408058
125.82654,241,796.223353
92.705943,251,798.063586
103.232492,244,825.298095
137.848264,244,827.074563
104.263627,124,827.986817
103.393102,251,829.836024
90.53071,251,831.66903
26.575665,105,832.405083
46.564395,128,833.384556
109.114487,251,835.348578
130.463949,229,836.969734
88.010816,209,838.545525
126.859878,227,864.759477
148.033137,225,866.387509
101.902334,220,867.955728
109.222776,120,868.775301
137.35975,240,870.42047
107.283547,189,871.757444
125.263629,117,872.598484
112.757308,225,874.221303
107.080878,228,875.941518
109.67132,201,877.374007
116.464967,251,905.873744
173.956217,164,907.104909
145.089114,207,908.627411
152.400731,230,910.292911
141.993837,202,911.849223
70.29175,93,912.50065
86.354859,203,914.104543
147.78825,239,915.84656
166.951485,198,917.792956
91.051419,120,918.880193
103.377546,247,920.886484
111.67106,202,949.167625
148.97672,197,950.73951
136.821843,229,952.839927
138.055663,190,954.331933
135.832573,198,955.858318
145.16467,236,957.58752
111.876371,96,958.347158
135.046493,251,960.163769
195.308119,180,961.498875
128.550688,194,962.992694
142.991585,200,990.253204
125.545737,244,991.997056
120.175515,57,992.414769
182.372857,177,993.703103
63.290512,106,994.458032
171.946103,188,995.810261
182.082415,189,997.216967
63.941352,69,997.703849
145.960281,189,999.122828
84.424951,59,999.560978
92.954879,99,1000.339665
83.058637,64,1000.803689
156.416942,203,1002.275163
175.274767,184,1003.654966
156.54315,169,1028.744886
156.59743,183,1030.024086
176.241338,177,1031.31385
170.403845,184,1032.599922
84.564696,157,1033.760772
215.84162,200,1038.459755
128.48896,181,1039.822504
161.150283,170,1041.157622
158.605219,95,1041.842181
77.097012,55,1042.309787
174.939567,148,1043.405121
134.460588,57,1043.812216
172.372983,246,1045.595103
78.8967,72,1046.124007
145.609406,171,1071.732525
92.791864,55,1072.124628
212.596357,196,1073.526814
78.802963,116,1074.326288
92.277582,45,1074.654619
168.075974,193,1075.98579
108.754719,127,1076.904691
219.597666,219,1078.545007
79.801028,110,1079.301624
164.134336,196,1080.824893
96.006547,66,1081.285732
70.463205,62,1081.718569
101.036361,65,1082.279496
140.921321,115,1083.060626
119.171641,164,1084.277144
105.799853,170,1085.590551
181.149953,183,1112.381193
169.216052,166,1114.015093
176.185303,180,1115.444527
171.284981,151,1116.576528
114.255417,50,1116.906458
106.813742,56,1117.36169
209.738521,146,1118.499141
107.888359,51,1118.862479
211.785056,182,1120.169985
120.195085,60,1120.647263
144.509692,161,1121.831692
181.622991,146,1122.914506
91.207923,53,1123.299363
150.958623,161,1124.433574
208.2525,163,1125.689628
238.20533,165,1126.903284
109.952243,97,1154.157237
171.657981,81,1154.805967
95.813514,52,1155.154216
191.693906,204,1156.724718
88.988243,48,1157.03738
206.223111,171,1158.270547
131.296447,57,1158.697984
95.73447,59,1159.174898
201.77868,157,1160.383178
148.49706,168,1161.642925
96.788466,66,1162.088361
107.303106,51,1162.576197
111.464554,107,1163.339054
219.086243,174,1164.635376
208.833377,167,1165.88593
110.413361,51,1166.228292
108.789288,52,1166.598495
164.021923,173,1167.912231
198.836082,165,1194.98305
171.007582,122,1195.769754
107.163424,115,1196.657262
201.036096,164,1197.827558
179.206347,146,1199.03646
104.946213,49,1199.451755
147.191147,134,1200.712378
187.325781,178,1202.381789
187.283652,187,1204.124591
166.541134,145,1205.52084
173.32131,159,1206.724055
199.435237,179,1208.086711
199.578626,166,1209.390478
216.207212,138,1210.446405
120.290715,140,1211.627784
200.75412,145,1238.249388
223.690635,172,1239.529708
199.025449,175,1241.15166
169.430651,132,1242.219603
112.167345,59,1242.611705
176.446956,129,1243.624304
268.661255,156,1244.740662
247.10198,161,1246.019099
164.026026,147,1247.125876
124.26278,85,1247.839828
212.80773,155,1248.960153
137.726599,54,1249.38183
208.893236,178,1250.774542
209.941582,178,1252.219378
191.991505,167,1278.84162
213.619604,142,1279.795083
201.129169,146,1280.889236
99.529629,50,1281.21038
199.569957,146,1282.203758
192.912157,113,1283.133606
125.953477,61,1283.520969
235.312275,144,1284.538363
184.761192,142,1285.647048
249.672883,137,1286.722998
124.350732,81,1287.483334
157.917282,139,1288.516024
198.313695,162,1289.996107
227.78072,141,1291.121022
189.867182,157,1292.31383
234.605893,164,1293.501734
204.516149,149,1324.629942
169.304278,139,1325.591595
164.239284,81,1326.237995
247.781633,167,1327.374884
261.29727,132,1328.326567
149.799276,55,1328.715381
250.140104,139,1329.663447
158.209701,73,1330.218617
102.529681,66,1330.714231
146.394427,77,1331.251718
256.966668,141,1332.396877
200.904162,111,1333.217752
248.087006,157,1334.405348
146.502053,63,1334.877932
229.384273,155,1335.963525
133.648921,50,1336.34774
197.725075,138,1337.391296
170.647317,141,1338.407143
134.233779,50,1338.779309
230.623271,153,1369.967936
242.714443,122,1370.796804
209.774309,140,1371.770412
184.212481,87,1372.442923
255.719357,134,1373.341501
243.538835,143,1374.38771
167.523907,61,1374.806035
251.226289,141,1375.807658
182.888504,141,1376.843237
305.016901,163,1378.055063
183.935546,136,1379.064832
225.61727,128,1379.980552
251.009855,156,1381.144299
209.781233,141,1382.234693
218.956961,164,1383.473213
134.399644,56,1383.884856
145.773794,60,1414.096781
248.493514,120,1414.915652
197.905486,128,1415.816755
209.229146,138,1416.864869
220.038959,154,1417.98823
263.076984,140,1418.980789
252.407829,154,1420.01534
216.059725,157,1421.142099
190.455387,132,1422.064807
211.065834,138,1423.162481
196.08133,161,1424.326451
250.493589,132,1425.299111
266.336321,158,1426.464118
222.414532,144,1427.563244
219.926879,143,1428.623357
226.726126,142,1459.501204
161.844623,77,1459.966307
222.745748,143,1460.992651
224.197628,130,1461.89486
222.76576,152,1462.985922
257.852461,134,1463.894334
272.318277,128,1464.828717
226.028707,147,1465.899936
241.779024,122,1466.772677
183.967043,58,1467.219627
253.737139,165,1468.412509
238.48711,150,1469.500647
214.547773,124,1470.415236
200.486744,138,1471.388092
272.090221,145,1472.454622
240.041074,121,1473.312466
266.011433,130,1504.140786
240.367147,151,1505.187532
182.052917,123,1506.050408
250.55806,152,1507.122148
244.937124,158,1508.186472
227.254925,138,1509.165062
258.854949,136,1510.18673
226.802501,148,1511.238472
273.036665,161,1512.430333
270.72023,144,1513.519581
240.374017,148,1514.6228
232.937374,132,1515.536374
271.256981,143,1516.614302
233.636057,126,1517.498869
178.326343,106,1547.719764
273.127454,147,1548.644142
263.211756,125,1549.556407
216.687846,144,1550.522239
209.627568,146,1551.585808
244.124443,135,1552.46873
221.099835,127,1553.412615
237.595261,137,1554.372845
185.740537,58,1554.749066
263.601069,136,1555.765343
258.173159,146,1556.79809
268.553034,141,1557.83447
220.616082,160,1559.007824
216.770506,128,1559.944903
235.677099,144,1561.005715
224.666566,149,1591.460718
269.273554,140,1592.341972
279.347303,155,1593.467705
264.146329,148,1594.466287
250.39041,142,1595.493288
200.294444,130,1596.436331
272.99339,153,1597.466757
266.084752,150,1598.561251
261.180698,134,1599.48216
232.886006,139,1600.545501
188.521355,95,1601.250305
294.096714,134,1602.256732
283.160014,141,1603.266961
258.561259,130,1604.304292
166.354384,53,1604.688702
238.042124,133,1605.625333
311.832779,154,1636.272854
279.550856,141,1637.236751
240.649604,135,1638.204732
231.23843,139,1639.154335
329.410099,155,1640.278387
275.057077,117,1641.051888
297.297403,128,1641.924245
283.950561,141,1642.952101
251.968975,123,1643.820596
236.019969,129,1644.807296
292.22661,147,1645.921645
231.842274,133,1646.987597
259.459359,142,1647.99167
289.836449,135,1648.997294
235.964741,102,1649.713897
250.738772,112,1679.880018
247.187679,135,1680.731924
203.846743,62,1681.192488
249.000353,123,1682.06519
262.527712,134,1682.969595
303.98789,133,1683.88356
233.390275,116,1684.696328
243.456355,121,1685.532025
283.584166,133,1686.51117
214.051181,133,1687.469027
231.239159,113,1688.300762
296.806556,136,1689.291013
287.13166,131,1690.350236
192.863208,65,1690.978397
310.789985,141,1692.405756
291.912649,142,1693.596251
265.698717,128,1694.560895
287.387298,132,1723.639338
260.673799,124,1724.563237
281.853804,147,1725.617577
271.184113,129,1726.954401
312.489599,144,1728.346514
266.058459,141,1729.566276
271.881515,117,1730.584807
176.157786,145,1731.791562
303.530594,139,1732.875177
152.742433,56,1733.406492
267.597057,123,1734.302166
277.840492,123,1735.216553
252.196801,126,1736.217585
347.804151,141,1737.292069
276.355919,126,1738.263965
301.945961,151,1739.347498
292.867563,125,1768.372706
210.723958,60,1768.901379
293.502044,144,1769.889472
247.312077,107,1770.700247
270.374514,116,1771.641542
291.758017,116,1772.457087
287.127431,107,1773.315926
313.879519,136,1774.326356
322.778405,127,1775.361674
253.304212,125,1776.308149
248.333386,83,1776.920789
297.605265,126,1777.918808
286.272704,116,1778.83413
290.178136,125,1779.887223
248.638123,110,1780.721703
291.085871,117,1781.574854
264.125315,119,1783.812554
300.403222,125,1784.826286
194.941639,58,1811.850916
319.493186,130,1812.781379
328.208218,130,1813.794958
330.99202,133,1814.75367
204.277985,66,1815.280669
284.188637,132,1816.299282
288.016474,152,1817.506003
290.769709,131,1818.491585
330.565517,146,1819.667342
302.574203,132,1820.65772
324.209335,133,1821.704455
277.648175,124,1822.687505
271.035856,130,1823.692311
258.993117,125,1824.699807
291.939338,136,1825.71179
204.957855,61,1826.215073
295.145626,142,1827.329195
235.090489,120,1856.04011
297.387507,142,1857.356837
300.048867,125,1858.217154
307.656274,122,1859.140226
290.929609,138,1860.139105
282.189894,146,1861.235976
287.73165,134,1862.280922
246.299571,110,1863.093339
289.884168,127,1864.113725
318.296948,128,1865.123421
298.988617,130,1866.500236
271.11319,116,1867.405183
325.890131,133,1868.609286
304.008017,135,1869.812318
308.490898,123,1870.762433
303.226608,139,1901.809807
314.872485,141,1902.774806
312.514028,127,1903.662472
262.796276,119,1904.559108
292.555305,123,1905.407824
292.18796,143,1906.46603
303.081341,122,1907.345359
246.666277,97,1908.04776
274.125546,105,1908.890201
278.691038,108,1909.654036
259.129503,133,1910.659011
244.451985,97,1911.485103
168.847756,57,1911.921067
283.121554,92,1912.904283
308.440173,134,1914.192145
299.80855,139,1915.331583
287.193918,141,1916.487009
284.611645,130,1917.611521
312.463084,146,1949.238626
334.701695,141,1950.448921
310.293126,145,1951.683351
316.885231,127,1952.623095
283.799115,107,1953.506062
295.571911,138,1954.492826
209.362807,98,1955.218605
287.842635,119,1956.163438
324.170332,141,1957.268276
285.239242,116,1958.171085
259.289707,129,1959.100489
338.476337,131,1960.113398
302.251343,134,1961.116504
230.775833,98,1961.912181
300.112435,118,1963.085152
289.597526,123,1964.32585
276.530452,117,1994.740855
313.244097,142,1995.867213
312.463898,120,1996.777132
296.989014,128,1997.871464
334.369547,121,1998.821241
330.185777,134,1999.877887
309.237882,132,2001.019895
299.761586,132,2002.097507
307.881571,129,2003.24364
340.805618,138,2004.368936
286.715521,123,2005.424823
346.925317,130,2006.56127
283.609728,120,2007.60599
286.737274,133,2008.76454
290.937164,136,2009.922766
309.166341,119,2010.91022
317.196496,125,2038.72922
316.101093,132,2039.728006
323.241304,129,2040.75683
293.116531,131,2041.735796
314.519337,128,2042.697112
349.113745,134,2043.699149
340.48466,127,2044.745693
304.476471,126,2045.591982
341.011559,132,2046.638382
333.659575,132,2047.67128
305.773531,127,2048.654738
291.490782,129,2049.654059
283.113737,123,2050.628255
241.526599,84,2051.191122
287.477621,125,2052.343779
349.542622,132,2053.332516
327.270987,121,2081.244106
288.473841,125,2082.079452
256.415871,136,2083.076515
331.28807,119,2084.003398
231.227964,67,2084.514732
328.728376,134,2085.509473
305.330963,131,2086.407748
317.332206,126,2087.355112
291.96225,121,2088.296943
311.269878,127,2089.268136
253.381833,154,2090.38892
344.877806,127,2091.362484
313.786842,131,2092.365599
327.001482,133,2093.337723
292.574864,128,2095.994676
252.445664,131,2097.051509
314.981422,135,2129.012338
328.128304,143,2130.056966
311.413333,130,2130.976787
352.053399,130,2131.913236
322.621072,130,2132.841105
304.378054,115,2133.651066
297.798968,128,2134.628257
317.645152,135,2135.602618
344.744544,120,2136.58056
335.299509,132,2137.610528
335.359525,115,2138.564861
349.578529,128,2139.57724
317.582421,138,2140.595921
328.415026,130,2141.560214
326.754432,125,2142.561398
334.458246,134,2143.57453
359.159918,124,2170.482115
329.016528,133,2171.830621
357.455789,120,2172.70783
235.437063,64,2173.091582
335.49012,138,2174.186365
307.047257,123,2175.132036
329.274178,122,2176.211588
299.169043,128,2177.224637
335.904747,131,2178.273367
353.503345,127,2179.346148
342.23601,138,2180.390777
307.899108,124,2181.520415
368.103036,129,2182.562351
350.59968,126,2183.460661
335.16121,136,2184.476962
329.650684,127,2185.565079
354.695666,133,2186.635818
310.042627,131,2218.068032
328.006517,123,2218.912976
350.098009,130,2219.801801
361.780338,130,2220.76397
336.326879,131,2221.654976
344.499224,130,2222.536581
312.170541,109,2223.34606
347.773936,132,2224.289703
329.18411,118,2225.156844
368.549773,145,2226.217353
337.395199,131,2227.162249
326.90887,135,2228.179152
328.615063,135,2229.160789
243.741991,66,2229.688607
262.619649,76,2230.260628
352.680022,134,2231.222842
234.091348,78,2231.834782
331.368893,125,2262.848267
374.249142,125,2263.792317
366.357688,136,2264.792808
357.05155,124,2265.720538
355.672299,133,2266.611955
312.120676,148,2267.919193
322.234279,134,2268.997872
350.005172,124,2270.063888
348.436696,128,2271.06031
354.205413,139,2272.187509
352.446269,131,2273.360507
363.263632,121,2274.418836
323.921688,123,2275.341207
303.808905,132,2276.790809
340.176297,119,2278.078575
371.026449,133,2279.453498
382.06488,142,2308.482406
352.82185,137,2309.531076
214.925903,64,2310.07591
315.609629,118,2311.21252
353.820567,127,2312.6511
313.654753,120,2313.82044
358.156611,122,2314.880742
343.945126,134,2315.932938
362.693518,128,2317.000773
364.996323,139,2318.127794
328.03546,135,2319.307136
342.464883,136,2320.36917
362.162622,122,2321.326816
332.4811,125,2322.373546
359.817425,137,2323.526746
360.66338,126,2324.527318
283.613947,80,2352.979416
355.101743,123,2353.897264
365.991593,141,2354.955357
355.920246,129,2355.922703
238.027495,66,2356.680743
350.652395,136,2357.924348
318.100996,129,2359.092736
342.573342,122,2360.081463
146.524286,102,2360.993221
363.548879,132,2362.116189
333.238278,136,2363.192792
340.473313,121,2364.277264
350.522485,127,2365.286759
351.181184,129,2366.444915
339.741024,128,2367.754745
365.806821,126,2368.792148
344.110784,136,2369.839006
371.69346,138,2400.748344
368.439388,133,2401.711625
336.044078,127,2402.607949
341.489733,123,2403.505656
378.498359,123,2404.426868
351.351899,137,2405.527836
381.117324,134,2406.675439
392.78387,136,2407.876538
389.305135,137,2409.071273
359.834666,129,2410.226553
348.268758,126,2411.291999
364.351391,120,2412.319447
369.747302,125,2413.184905
387.291732,133,2414.180244
379.457364,124,2415.148703
378.837735,143,2416.189122
385.903162,129,2446.836957
288.75318,80,2447.376861
365.174198,137,2448.367067
350.873115,131,2449.258906
355.071346,127,2450.149233
358.916052,129,2451.076156
373.066905,144,2452.065796
367.416808,128,2453.027443
383.351831,131,2453.913846
357.421854,144,2455.018417
313.650512,127,2455.997063
344.66053,138,2457.076993
350.726378,129,2458.089741
387.429022,133,2459.088934
380.785081,131,2460.106633
367.531823,139,2489.079513
390.443801,119,2489.862155
394.772861,134,2490.870305
375.741707,137,2491.993729
351.518392,137,2493.618839
359.277724,140,2495.002111
361.146894,125,2496.019201
358.571245,128,2497.146782
350.240269,129,2498.211223
368.637874,141,2499.328
352.676681,130,2500.26549
336.042083,136,2501.363536
373.213741,126,2502.500849
361.365648,131,2503.526508
344.358956,136,2504.608631
338.085987,132,2505.72471
385.310789,125,2569.407818
351.678272,129,2573.985908
337.93254,133,2578.079692
374.979468,132,2579.408613
376.795811,137,2580.714693
366.869453,131,2581.910428
378.934294,142,2583.229719
364.973137,126,2584.120533
362.724793,131,2585.174054
392.842787,110,2586.029003
377.104325,127,2587.14616
347.771779,136,2588.143897
345.126027,123,2589.106816
287.738678,80,2589.65081
302.175389,100,2590.41346
364.398555,139,2591.544571
344.384895,146,2618.240583
368.685102,132,2619.122295
366.429891,129,2620.100363
393.599473,138,2621.11233
385.793346,124,2622.050512
364.206868,123,2622.938061
390.176799,145,2623.948377
355.588103,141,2625.022068
270.242855,135,2625.997634
346.435232,144,2627.085829
382.050685,131,2628.044383
409.464973,128,2629.072047
359.139155,124,2629.973735
346.534962,133,2630.917293
387.20899,133,2631.919942
331.724303,124,2632.803823
285.601406,79,2658.172383
361.609785,136,2659.120457
349.922631,133,2660.096949
408.161205,126,2661.005659
360.421131,122,2661.842611
356.981131,135,2662.815652
379.831888,139,2663.746487
275.544418,110,2664.587678
374.848923,136,2665.583036
386.967576,129,2666.542277
379.501442,144,2667.70785
415.200929,134,2668.629089
387.449141,130,2669.60576
340.707215,125,2670.530257
340.659571,129,2671.550646
364.320097,136,2672.634707
367.78388,128,2697.98173
339.057412,116,2698.786161
393.561708,131,2699.723466
285.383488,85,2700.395742
383.275702,138,2701.33691
389.037796,128,2702.294082
361.277373,132,2703.382349
371.786165,127,2704.355928
338.071921,136,2705.395313
370.9243,129,2706.381436
345.487304,118,2707.260417
367.6261,124,2708.169725
370.097153,130,2709.15321
320.938585,111,2709.940502
324.105983,127,2710.890793
378.326958,136,2711.931772
350.394433,121,2737.721945
344.312253,126,2738.618096
243.739553,73,2739.074329
399.328612,127,2740.02238
333.865474,118,2740.983952
371.93737,123,2741.86175
319.101795,111,2742.966174
308.873694,86,2743.617408
332.411844,130,2744.621577
345.095074,126,2745.552572
375.108959,127,2746.566812
364.483657,125,2747.536993
347.448937,109,2748.490452
384.417056,132,2749.478175
371.655094,128,2750.39908
380.511242,134,2751.444784
357.325523,119,2752.30104
375.46214,133,2778.264728
359.482576,134,2779.117217
408.04701,136,2780.13861
390.324935,140,2781.14484
398.269798,132,2782.116541
383.900986,128,2783.074503
325.510209,118,2783.885195
379.273003,131,2784.860218
410.490111,120,2785.749097
369.687067,130,2786.753646
368.244067,119,2787.66535
371.57426,121,2788.574942
393.821441,130,2789.58365
376.957374,123,2790.476856
365.102271,129,2791.52632
377.988607,126,2792.442811
377.72593,137,2818.229226
390.893024,127,2819.076456
402.17076,129,2820.026347
393.183401,128,2820.944527
315.241871,126,2821.839357
312.433187,113,2822.687838
398.195329,123,2823.521642
385.529258,131,2824.497428
374.819051,127,2825.39538
385.044586,128,2826.378446
370.727092,126,2827.34128
376.097153,128,2828.296813
305.832822,83,2828.895952
384.325595,133,2829.857057
403.781089,139,2830.897998
382.825623,171,2832.141196
360.185523,123,2858.491987
370.699177,122,2859.236034
388.981344,125,2860.206002
397.16349,135,2861.137387
343.173516,151,2862.435535
368.965333,130,2863.352607
398.390838,129,2864.314193
366.746762,130,2865.278527
374.498513,124,2866.135146
416.383114,132,2867.14447
388.072833,118,2868.041632
338.800332,113,2868.905459
368.507302,124,2869.797364
382.36721,124,2870.658255
368.439353,133,2871.679631
397.085192,124,2872.597548
382.754649,120,2898.523874
388.1995,123,2899.390487
315.952563,112,2900.220967
401.529918,127,2901.122199
289.458791,83,2901.721402
348.24309,123,2902.615186
396.194344,133,2903.531609
382.75922,141,2904.582226
363.122181,126,2905.486265
378.830906,128,2906.448948
340.458588,127,2907.405354
402.560805,126,2908.340738
391.306203,126,2909.295141
397.338767,122,2910.289073
367.530391,124,2911.208683
384.646552,121,2912.107337
399.293294,135,2913.102278
400.740163,139,2940.348125
383.297283,131,2941.323347
378.262644,122,2942.197663
389.180405,119,2943.027917
366.752938,130,2943.935278
364.263144,129,2944.858427
382.800967,120,2945.722693
370.847463,135,2946.770418
392.604377,124,2947.642955
333.579366,108,2948.41239
361.479324,131,2949.382191
401.276994,132,2950.370846
379.66775,139,2951.416197
278.859185,120,2952.238455
265.234871,69,2952.770159
391.747406,132,2953.764117
394.749396,120,2954.713854
377.599395,122,2980.10534
402.091703,132,2981.036503
374.193777,121,2981.990641
363.701198,116,2982.854314
384.168805,123,2983.737679
315.21469,118,2984.566093
354.07391,126,2985.477394
363.321637,127,2986.389684
372.012841,119,2987.2283
351.213908,119,2988.06114
395.741558,131,2989.058687
290.294347,116,2989.942173
239.38638,65,2990.429041
357.48342,125,2991.317454
343.646156,125,2992.251833
387.527891,137,2993.282682
394.802325,128,2994.196027
383.65753,127,3020.041255
397.487356,118,3020.852883
382.799385,117,3021.765805
338.477184,119,3022.587797
397.602909,126,3023.481177
395.395109,124,3024.382244
396.908654,128,3025.230941
305.34535,81,3025.819079
402.918677,127,3026.81532
391.525495,140,3027.821967
366.224437,119,3028.70074
359.883935,126,3029.61557
372.736017,131,3030.543396
372.215696,132,3031.630719
355.919608,123,3032.525373
385.533464,120,3033.439909
364.665628,123,3058.970955
404.587853,116,3059.756659
403.156703,119,3060.598051
382.362855,128,3061.516841
385.135693,129,3062.504469
370.938717,129,3063.403944
386.717931,121,3064.28031
386.317376,130,3065.224256
365.278152,122,3066.052284
275.34252,117,3066.969862
397.485722,133,3067.953575
407.286084,123,3068.872963
378.253088,121,3069.713745
386.88776,114,3070.526543
380.961085,131,3071.538351
346.998465,126,3072.447739
381.362643,128,3073.501013
381.51131,126,3099.151781
372.093278,127,3099.960583
415.817249,120,3100.836771
415.848158,130,3101.850583
370.098715,129,3102.816398
372.645873,123,3103.714656
386.749232,128,3104.659553
370.771598,121,3105.516264
390.439218,125,3106.4781
346.179814,113,3107.334939
389.490366,117,3108.190547
385.999498,122,3109.131346
359.393754,118,3109.971356
395.261062,119,3110.883152
373.58637,119,3111.809397
348.672975,121,3112.604184
389.692064,120,3138.368191
407.561675,128,3139.226104
398.601095,123,3140.154846
379.329142,118,3140.92663
387.391542,129,3141.801494
401.847905,121,3142.710907
344.902291,129,3143.583016
378.71642,121,3144.496219
374.440511,118,3145.290856
381.968818,121,3146.186455
315.115302,104,3147.03511
374.598502,125,3147.928101
325.811945,90,3148.573592
357.160243,113,3149.474887
400.696954,109,3150.278319
389.700573,120,3151.215974
364.793215,108,3152.056673
375.787771,120,3152.905534
318.963035,92,3178.417173
407.831889,114,3179.148487
388.533989,122,3180.023615
409.871745,124,3180.885797
387.848083,123,3183.310503
402.54134,121,3184.139648
311.363846,83,3184.795419
397.44002,143,3185.823826
389.668689,124,3186.792091
325.789116,90,3187.441199
382.388284,114,3188.248263
415.712931,129,3189.255536
390.42443,118,3190.056171
410.940225,126,3191.037553
319.637642,108,3191.853483
400.765759,132,3192.765177
399.2461,126,3193.746057
412.646268,112,3222.138766
343.48251,126,3223.195611
395.493539,116,3224.206745
381.864847,132,3225.377751
414.547603,126,3226.481922
381.484611,122,3227.600413
385.678949,135,3228.767142
416.64066,133,3229.959714
407.062434,126,3231.045803
358.876911,118,3232.15301
396.623193,129,3233.265365
358.376526,120,3234.390681
397.366613,116,3235.406986
416.875071,134,3236.607837
385.136742,141,3237.855679
400.555779,131,3238.873678
388.14774,142,3269.519996
