#{"t_start": 1754078716.2261415, "env_id": "None"}
r,l,t
90.430223,251,1325.112163
128.331557,251,1326.72252
98.063189,251,1328.346584
102.916238,251,1330.472423
112.22328,251,1332.06488
28.505711,46,1332.440193
89.252179,251,1333.992018
104.458271,220,1364.273459
48.679569,66,1364.638263
127.589694,251,1366.267167
135.698204,251,1367.806736
15.074894,52,1368.220063
116.256916,251,1369.851917
197.302906,251,1371.414274
103.702862,73,1371.861702
161.865354,251,1373.552691
49.000465,60,1373.901739
98.147002,53,1374.286074
44.837762,66,1374.706391
155.325905,251,1405.28787
154.18176,251,1406.884002
127.822439,251,1408.452081
129.088353,251,1410.1358
116.856635,251,1411.762234
146.559909,251,1413.311655
191.987982,251,1415.046218
103.32431,63,1415.425315
122.299153,251,1416.964551
127.257097,251,1447.376197
124.55916,251,1449.009853
236.173039,251,1450.547932
136.97291,251,1452.196011
136.84685,251,1453.870207
146.252098,251,1455.508019
95.529864,61,1455.926605
119.944943,251,1457.533901
103.33534,251,1459.430709
108.816891,76,1459.869582
133.918852,251,1490.645088
109.764578,251,1492.39773
208.000844,251,1494.260013
193.899642,251,1495.843784
152.240877,251,1497.421678
106.896685,251,1499.217912
143.180396,251,1500.815979
160.226717,251,1502.513989
159.508646,251,1532.676369
218.760883,251,1534.22993
122.383661,251,1535.754166
140.735357,251,1537.563651
175.207427,251,1539.152191
137.858512,251,1540.893614
137.462665,251,1542.585723
217.057933,251,1544.305167
206.941742,251,1574.753368
214.837273,251,1576.259373
134.222498,251,1578.039895
193.476709,251,1579.86554
157.56906,251,1581.623329
93.006687,52,1581.931455
254.207717,251,1583.885864
155.248074,251,1585.610867
154.615356,251,1587.145805
128.255421,251,1618.071028
169.40482,251,1619.62944
203.699418,251,1621.468186
121.060717,83,1621.94171
196.453194,251,1623.643259
172.36498,251,1625.279266
167.16484,251,1627.227318
137.46655,251,1628.814771
223.469134,251,1630.389341
144.751832,251,1665.261957
212.027819,251,1667.045691
179.272988,251,1668.573672
133.329418,251,1670.409251
229.856573,251,1672.097432
201.004267,251,1673.692718
167.32077,251,1675.431762
68.373492,47,1675.70035
142.202173,251,1677.397413
158.701974,251,1710.592705
168.08951,251,1712.30743
195.925292,251,1714.099133
111.735902,251,1715.689034
211.279624,251,1717.686403
158.353662,251,1719.391019
189.605089,251,1720.961303
159.274268,251,1722.735582
129.359054,251,1754.6071
81.16862,77,1755.183317
200.297851,251,1756.781687
221.218996,251,1758.585051
226.562014,251,1760.119315
179.635592,251,1761.722902
126.277661,251,1763.47068
186.75845,251,1765.007255
121.054311,251,1766.691118
126.12893,251,1797.779048
63.187177,65,1798.299218
209.279885,251,1799.806806
162.163715,251,1801.75703
206.000179,251,1803.436321
266.572099,251,1805.054886
156.594465,251,1806.831163
86.085671,53,1807.142365
81.629062,53,1807.425162
193.749296,251,1809.043226
213.02267,251,1840.240942
276.848912,251,1841.692554
190.001408,251,1843.153052
162.081673,251,1844.662955
102.301035,251,1846.39067
140.125872,251,1847.944543
97.362063,251,1849.5006
237.149457,251,1851.086723
271.350226,251,1852.739465
112.72102,251,1884.132606
281.718175,251,1885.750992
261.988623,251,1887.35861
312.024167,251,1888.949031
274.108688,251,1890.530435
188.404879,251,1892.185066
247.083395,251,1893.729673
287.792074,251,1895.425086
299.88318,251,1931.350474
293.881952,251,1933.269175
297.170732,251,1935.456579
314.508996,251,1937.208765
366.795044,251,1939.296814
250.515281,251,1941.118392
230.919528,251,1944.124988
305.656737,251,1946.116644
295.413259,251,1982.104982
299.276899,251,1984.312771
314.64415,251,1986.068255
279.05761,251,1987.593223
245.152019,251,1989.136552
332.603892,251,1990.688319
243.073367,251,1992.292467
333.252,251,1994.934765
286.492371,251,2028.45401
288.098694,251,2030.075547
325.698695,251,2031.783281
327.052382,251,2033.300068
303.855784,251,2034.870284
333.865676,251,2036.666435
310.77646,251,2038.118485
359.121678,251,2039.603545
249.383998,251,2072.061159
310.127371,251,2073.538397
340.232531,251,2075.331897
325.83449,251,2076.899225
316.34616,251,2078.426088
371.581262,251,2080.041652
389.184481,251,2081.643664
312.239312,251,2085.436041
320.856268,251,2116.589921
342.788805,251,2118.078068
346.118119,251,2119.676266
302.524428,251,2121.170144
426.210352,251,2122.658823
341.6729,251,2124.454867
381.361165,251,2125.980341
326.251544,251,2127.575974
348.552588,251,2129.323801
366.663592,251,2159.659694
383.40508,251,2161.187269
342.931596,251,2162.928317
359.200629,251,2164.485973
352.077619,251,2165.953889
408.473524,251,2167.493822
33.415475,58,2167.889889
388.54455,251,2169.474178
291.100687,251,2199.850815
317.23177,251,2201.392992
353.699681,251,2202.839981
338.378752,251,2204.490979
398.247462,251,2206.079723
366.684413,251,2207.503541
359.031872,251,2209.059844
349.951709,251,2210.777684
360.90057,251,2212.251351
399.328786,251,2242.950037
422.845025,251,2244.454995
371.167257,251,2246.079635
407.474305,251,2247.569302
445.748888,251,2249.209655
400.895064,251,2250.811528
376.077047,251,2252.27962
338.694226,251,2253.847987
360.750762,251,2284.72661
376.164219,251,2286.159608
382.220398,251,2287.935437
375.373314,251,2289.469852
402.047295,251,2290.969576
400.964161,251,2292.615432
355.108473,251,2294.109776
427.250692,251,2295.631935
319.320716,251,2326.850826
341.990039,251,2328.284527
416.904152,251,2329.945565
392.278935,251,2331.605519
379.081508,251,2333.10354
392.397488,251,2334.695307
319.925749,251,2336.264246
375.720604,251,2337.745544
353.83641,251,2368.468913
431.239876,251,2369.925246
336.04666,251,2371.41544
455.966205,251,2373.058997
423.534171,251,2374.68908
410.71032,251,2376.195331
405.127258,251,2377.879517
425.793377,251,2379.455584
368.634359,251,2410.440678
396.828502,251,2411.855363
423.064547,251,2413.47516
382.742255,251,2415.439473
365.251218,251,2416.885237
374.679647,251,2418.43518
388.952683,251,2420.250324
374.713748,251,2421.803159
414.653202,251,2452.563108
418.443941,251,2454.095232
401.382389,251,2455.529912
379.987425,251,2457.333844
407.136076,251,2458.839146
421.591936,251,2460.459012
391.640406,251,2462.226224
388.821033,251,2463.729182
413.730759,251,2465.209129
378.636288,251,2495.891142
427.587268,251,2497.287264
428.829103,251,2498.837988
355.432735,251,2500.341685
432.647124,251,2501.947306
409.60298,251,2503.38689
417.151768,251,2505.021055
396.74592,251,2506.607224
469.257537,251,2537.308928
441.671178,251,2538.719541
441.534443,251,2540.339174
429.337797,251,2541.977174
387.569444,251,2543.510398
410.241847,251,2545.125193
426.239351,251,2546.634788
366.150465,251,2548.137341
475.826788,251,2579.546149
428.674348,251,2581.169053
387.178621,251,2582.715887
431.354042,251,2584.348992
420.068614,251,2586.037029
434.772037,251,2587.605069
436.461976,251,2589.376646
425.03691,251,2590.862789
440.996958,251,2622.262498
503.857715,251,2623.850464
376.039803,251,2625.5309
455.414438,251,2627.584498
413.968452,251,2631.692329
483.386064,251,2633.702739
471.602736,251,2635.424596
427.043288,251,2636.940799
476.251928,251,2669.715784
461.431669,251,2671.218611
451.077144,251,2673.1153
494.973689,251,2674.638794
397.259571,251,2676.150773
429.664416,251,2678.068492
461.719881,251,2679.534725
410.806834,251,2681.024765
453.402986,251,2712.416372
505.42552,251,2714.150212
513.603525,251,2715.702635
481.895614,251,2717.646445
125.298578,58,2717.976553
347.102878,251,2719.667043
471.825068,251,2721.434539
428.72307,251,2722.928004
466.334,251,2724.500431
453.49976,251,2759.088392
525.016224,251,2760.949547
489.426037,251,2762.787726
431.324881,251,2764.701475
506.169054,251,2766.367968
468.733851,251,2767.95891
449.767967,251,2769.61423
466.068593,251,2771.140138
482.470708,251,2805.14573
453.473853,251,2806.632417
435.524971,251,2808.331896
451.871797,251,2810.056515
491.46253,251,2812.093333
475.286576,251,2814.384256
485.513858,251,2816.090029
478.955972,251,2817.984301
494.508576,251,2819.632086
441.547924,251,2853.574196
499.728556,251,2855.406017
396.712891,251,2857.091335
516.325826,251,2859.127628
552.546834,251,2860.837824
513.395326,251,2862.546295
504.303282,251,2864.16631
499.298221,251,2865.712315
473.936912,251,2899.979411
563.592112,251,2901.709424
555.247968,251,2903.303766
486.65982,251,2904.975803
500.316612,251,2906.61758
467.794788,251,2908.153863
471.149488,251,2909.70372
530.754313,251,2911.420049
510.509458,251,2943.593896
457.762714,251,2945.31235
535.173791,251,2946.9101
549.774576,251,2948.855623
535.765572,251,2950.522616
490.161889,251,2952.257989
559.088581,251,2953.905694
486.888553,251,2955.406032
520.597433,251,2986.455741
542.549315,251,2987.915666
523.921396,251,2989.45583
552.621934,251,2991.091822
540.103251,251,2992.667946
529.173565,251,2994.259592
536.849725,251,2995.850732
495.338548,251,2997.353632
514.673702,251,3028.653764
594.068592,251,3030.127257
516.066074,251,3031.779895
538.066807,251,3033.345836
496.757542,251,3034.907465
543.410379,251,3036.649546
621.088519,251,3038.167449
564.777174,251,3039.691843
530.872007,251,3071.171022
518.640355,251,3072.771603
516.02617,251,3074.319922
500.133988,251,3076.303496
526.81201,251,3077.857708
479.697199,251,3079.395668
589.197739,251,3080.967498
592.724139,251,3082.585554
540.451874,251,3084.099179
564.969787,251,3115.306991
493.152312,251,3116.799078
605.605245,251,3118.45539
522.344676,251,3120.031226
592.236391,251,3121.553128
507.913302,251,3123.235566
646.263309,251,3124.791398
513.208226,251,3126.303599
622.179291,251,3158.231921
606.511807,251,3159.749523
606.902606,251,3163.969307
599.374895,251,3165.672996
530.364145,251,3167.216418
613.229182,251,3168.747345
571.129665,251,3170.409243
626.494246,251,3171.913401
543.503845,251,3203.523092
582.08354,251,3205.095016
518.971099,251,3206.900879
577.782059,251,3208.517094
542.751849,251,3210.035182
569.469425,251,3211.736856
613.216076,251,3213.275095
530.605716,251,3214.855715
494.227249,251,3246.226594
526.820986,251,3247.810745
613.086844,251,3249.435246
592.172438,251,3251.005172
569.608305,251,3252.549047
578.09358,251,3254.167158
628.332742,251,3255.714744
738.351769,251,3257.172956
648.907205,251,3289.269219
648.497321,251,3290.833131
658.330611,251,3292.590521
631.208354,251,3294.182783
580.115261,251,3295.772895
685.66105,251,3297.445115
541.650098,251,3299.04085
565.247,251,3300.616427
577.817366,251,3333.887396
601.436155,251,3335.432895
598.990617,251,3337.119964
640.341528,251,3338.782683
679.173864,251,3340.432803
595.967415,251,3342.162974
623.593155,251,3343.742567
573.440366,251,3345.291515
638.225849,251,3346.952906
585.296822,251,3379.286663
625.230587,251,3380.970604
687.27717,251,3382.645757
541.214161,251,3384.374474
619.27103,251,3386.062454
607.480244,251,3387.686819
573.72303,251,3389.447588
561.710964,251,3390.990648
660.609906,251,3423.277965
639.368364,251,3425.007763
633.317496,251,3426.709236
550.059409,251,3428.284336
691.022606,251,3430.080614
616.199639,251,3431.722287
549.680771,251,3433.426775
589.834073,251,3435.060495
692.896431,251,3468.338371
591.39417,251,3470.089931
553.978778,251,3471.684283
669.384553,251,3473.358252
657.656022,251,3475.030162
619.318445,251,3476.612351
616.805766,251,3478.348096
598.064037,251,3479.880659
620.145877,251,3515.056119
267.116599,145,3516.084376
631.071362,251,3517.852215
686.506583,251,3519.588132
635.010629,251,3521.223392
578.207746,251,3522.904567
542.093465,251,3524.567953
666.866991,251,3526.102168
618.629487,251,3527.834164
643.534078,251,3560.434451
692.03466,251,3562.04994
559.559529,251,3563.530257
668.653271,251,3565.308424
770.064898,251,3566.848004
620.603987,251,3568.328338
593.590077,251,3569.966383
627.680062,251,3571.533401
617.958652,251,3608.326403
673.626366,251,3610.430021
688.158442,251,3612.557773
634.573375,251,3615.045487
719.146099,251,3617.672009
666.62711,251,3619.947083
614.573585,251,3622.310655
657.773852,251,3624.151893
333.829082,251,3657.789674
-10.176641,251,3659.98886
-1.548944,251,3662.502855
79.137342,251,3664.575501
38.945274,251,3666.46099
84.130778,251,3668.681629
42.160169,251,3670.501849
120.275299,251,3672.487164
-48.118139,251,3708.917965
-29.723985,251,3711.009818
-13.670415,251,3713.101595
-26.335376,251,3715.081945
-30.384998,251,3717.171959
-31.209691,251,3719.295675
-30.668069,251,3721.23561
-39.717229,251,3723.353944
-32.848028,251,3757.743306
38.371643,50,3758.111404
28.41777,47,3758.48179
39.908005,55,3759.071532
42.38882,52,3759.417872
39.794062,38,3759.711841
40.654094,57,3760.261438
85.573726,251,3762.525892
32.334162,40,3762.846828
-7.485585,251,3765.008682
33.689103,52,3765.373955
40.290628,50,3765.731367
30.70136,41,3766.171804
25.106841,251,3768.073688
39.076792,45,3768.5238
42.617959,251,3770.436615
41.791519,48,3770.927739
35.17315,56,3771.361363
38.504584,55,3771.717759
16.415532,251,3774.172539
19.862953,251,3808.917117
35.144416,42,3809.22666
29.377236,39,3809.595714
34.711211,48,3810.302449
43.180365,251,3812.336344
28.802615,51,3812.683856
38.878285,66,3813.15278
20.410229,47,3813.709971
32.963467,56,3814.126604
34.642157,50,3814.468633
42.647925,44,3814.895864
37.842195,48,3815.203832
41.079744,45,3815.543682
98.002481,251,3817.61964
6.502244,251,3819.824988
31.737762,44,3820.180681
33.022048,251,3822.472844
83.058913,251,3859.382695
34.871593,45,3859.688372
33.533395,52,3860.16866
23.330341,47,3860.491298
39.378611,251,3862.239415
32.846402,58,3862.76689
103.372192,251,3864.66056
31.761193,47,3865.188543
68.931315,251,3867.56865
30.012362,52,3867.949131
54.779272,251,3869.921487
7.558624,251,3871.728925
36.787336,46,3872.178187
76.282869,251,3874.005611
32.33315,42,3874.297848
44.492443,66,3874.869795
72.618403,251,3907.828995
20.446435,50,3908.212882
32.553709,251,3910.22402
16.487638,251,3912.34754
48.389836,46,3912.711959
40.686117,48,3913.159277
99.407797,251,3914.96444
36.146774,53,3915.489313
21.2362,251,3917.484981
34.449614,45,3918.147435
27.839199,46,3918.52964
29.875145,51,3918.873197
77.317816,251,3920.855102
33.070798,51,3921.251415
45.547831,55,3921.745016
32.519067,42,3922.036592
87.096634,251,3954.968589
37.815548,48,3955.436277
35.209483,52,3955.825357
4.782562,251,3957.772368
29.266584,58,3958.209647
90.880498,251,3960.357359
58.094342,251,3962.245843
30.225218,69,3962.829568
97.806834,251,3964.566655
64.247119,251,3966.393432
74.213374,251,3968.08745
79.022442,251,4001.867846
33.502948,59,4002.488856
40.901927,57,4002.863178
60.547565,251,4004.864677
80.296465,251,4006.68225
86.924864,251,4008.672893
36.497127,49,4009.063667
106.802904,251,4011.123112
47.598782,70,4011.702793
110.586608,251,4013.679144
92.632134,251,4015.694933
127.893079,251,4017.484078
85.628967,251,4053.434776
91.968465,251,4055.680617
74.561908,251,4057.922754
48.990005,251,4060.186776
95.980116,251,4062.209171
73.13539,251,4064.40845
130.37167,251,4066.29256
105.425138,251,4068.106479
107.224306,251,4103.607589
77.51547,251,4105.631221
42.701695,66,4106.202305
99.490911,251,4108.202875
90.188449,251,4110.226433
132.452715,251,4112.430527
70.231943,251,4114.580888
111.189795,251,4116.424687
80.79167,251,4118.488658
152.707842,251,4153.174784
